p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
1493,2016,47,422,832,7,30,45600,337,1974-02-01,173,98,Delhi,Medium,91,59,66,Defender,25,19.833598921059135,2,1,0,480,51,1
1494,2013,90,311,2425,25,43,30768,424,1974-02-02,183,76,Delhi,Medium,32,59,69,Midfielder,18,28.1459412390293,2,4,0,582,54,0
1495,2016,28,371,538,19,18,2944,240,1974-02-03,160,68,Delhi,High,34,79,71,Goalkeeper,30,20.916160001754925,1,2,0,732,43,0
1496,2018,80,227,2439,28,33,4202,130,1974-02-04,184,61,Delhi,Low,89,72,70,Defender,28,28.31434064551174,1,2,0,326,60,0
1497,2010,18,120,2430,12,36,42146,236,1974-02-05,161,95,Hyderabad,Low,67,95,81,Midfielder,21,24.57354010495616,1,2,0,576,33,0
1498,2004,82,39,791,37,8,38722,24,1974-02-06,186,92,Delhi,Medium,55,89,98,Defender,25,20.557862395763355,3,2,1,484,46,1
1499,2024,35,318,1992,29,8,34570,364,1974-02-07,197,85,Delhi,Low,85,75,54,Forward,33,23.59514646819397,1,1,0,676,24,0
1500,2017,79,58,1291,36,28,15364,2,1974-02-08,165,58,Bangalore,Medium,47,44,52,Defender,18,18.566236738708664,1,1,0,159,88,0
1501,2001,20,149,2439,4,6,36706,141,1974-02-09,152,64,Chennai,Medium,76,50,85,Midfielder,23,23.49142618501653,2,2,0,94,45,0
1502,2016,58,328,1089,23,28,21179,6,1974-02-10,187,85,Mumbai,High,58,89,87,Defender,28,29.211478802486077,2,1,1,233,75,0
1503,2015,71,489,1334,20,30,15494,493,1974-02-11,190,67,Bangalore,Low,59,92,76,Goalkeeper,37,26.60840067918692,3,2,0,253,33,1
1504,2014,32,227,1437,23,12,33102,309,1974-02-12,197,87,Hyderabad,High,71,96,90,Midfielder,20,18.8530792900929,1,4,1,744,19,0
1505,2024,55,499,292,8,19,46778,320,1974-02-13,196,53,Bangalore,Medium,90,72,62,Midfielder,19,26.98850041417706,3,1,1,585,25,0
1506,2015,11,193,1472,11,31,25022,404,1974-02-14,174,72,Hyderabad,Low,61,30,85,Defender,22,28.11912666700028,1,2,1,726,17,1
1507,2023,26,137,1692,2,15,22211,462,1974-02-15,177,83,Hyderabad,Low,41,81,76,Goalkeeper,39,26.222950468234878,3,2,0,578,45,1
1508,2012,74,162,1828,29,15,30912,376,1974-02-16,169,83,Bangalore,Medium,89,53,52,Midfielder,37,25.577512549040126,1,4,0,373,17,1
1509,2024,88,176,1585,32,15,12410,284,1974-02-17,160,59,Mumbai,High,75,64,89,Forward,26,21.134554258803895,1,1,1,864,93,1
1510,2023,53,154,766,0,33,5628,251,1974-02-18,196,80,Bangalore,High,87,56,63,Midfielder,33,19.474356698436026,3,4,0,823,85,1
1511,2002,58,129,385,22,43,24356,430,1974-02-19,180,62,Mumbai,High,72,47,59,Defender,38,21.216453673099636,1,4,1,723,73,0
1512,2013,26,424,2839,25,21,18018,171,1974-02-20,160,56,Hyderabad,High,40,67,55,Goalkeeper,22,24.855139766946817,2,1,1,65,34,0
1513,2002,53,459,1206,37,48,16931,330,1974-02-21,185,83,Chennai,Low,76,53,67,Defender,34,18.51684373596356,1,2,0,746,73,1
1514,2023,45,2,949,28,21,7046,172,1974-02-22,150,72,Mumbai,Medium,40,71,67,Goalkeeper,27,18.571482193718847,3,1,1,862,56,0
1515,2005,74,166,1922,15,35,30919,422,1974-02-23,154,55,Mumbai,Medium,91,67,74,Defender,22,22.71489463846733,2,3,0,565,85,1
1516,2010,10,486,870,25,31,16011,57,1974-02-24,160,51,Chennai,High,32,41,81,Defender,29,25.98997543938693,1,4,0,372,7,1
1517,2005,18,346,1652,13,17,44726,44,1974-02-25,170,91,Mumbai,Low,31,55,94,Midfielder,29,19.215471998243956,2,3,1,693,53,1
1518,2014,50,291,527,19,44,10191,385,1974-02-26,181,89,Bangalore,Medium,35,71,55,Defender,35,28.59986119453255,2,4,1,369,72,0
1519,2021,1,37,1787,17,15,44768,403,1974-02-27,174,50,Bangalore,Low,74,79,77,Defender,34,19.113589796689205,1,4,1,758,38,0
1520,2000,33,165,1402,3,38,31682,266,1974-02-28,178,77,Mumbai,Medium,56,84,73,Goalkeeper,37,18.979528083839668,2,2,0,171,46,1
1521,2022,89,220,1501,10,33,19185,354,1974-03-01,156,63,Hyderabad,High,97,87,97,Forward,31,28.989018187124245,2,3,1,518,97,1
1522,2000,73,338,590,1,22,9081,268,1974-03-02,182,90,Chennai,Low,32,42,77,Goalkeeper,26,22.62291435545234,1,4,1,120,5,1
1523,2023,13,271,994,33,45,8640,112,1974-03-03,172,54,Hyderabad,Medium,71,70,52,Midfielder,22,23.222425819986746,3,2,1,483,83,1
1524,2017,67,361,2808,24,30,31331,141,1974-03-04,199,71,Bangalore,Medium,76,85,61,Goalkeeper,36,19.076601679242508,1,4,0,317,54,0
1525,2014,66,381,246,3,33,47371,235,1974-03-05,176,94,Hyderabad,Medium,84,37,95,Defender,23,23.967979435597556,1,1,0,559,11,1
1526,2002,91,275,1120,33,42,40688,268,1974-03-06,192,67,Bangalore,Medium,79,61,88,Midfielder,25,20.669919510497397,3,3,1,291,19,0
1527,2024,4,366,2876,5,22,41536,322,1974-03-07,153,65,Chennai,High,83,70,92,Midfielder,37,26.647253274288154,1,1,1,607,66,0
1528,2017,48,383,860,17,26,9447,22,1974-03-08,179,71,Hyderabad,Medium,40,45,50,Goalkeeper,23,27.829431660883653,2,2,1,250,67,1
1529,2004,62,0,1957,6,1,19390,112,1974-03-09,178,88,Mumbai,Low,97,53,57,Midfielder,26,18.8353277775441,3,1,1,263,63,0
1530,2008,0,481,2760,25,3,22428,67,1974-03-10,199,90,Chennai,Medium,65,48,57,Defender,35,27.628919606829818,1,4,1,735,21,1
1531,2017,51,49,2323,36,45,49333,100,1974-03-11,165,78,Chennai,Low,67,54,95,Midfielder,30,27.21886332311996,2,2,1,454,58,0
1532,2024,59,488,2645,10,25,6999,358,1974-03-12,157,70,Delhi,Medium,80,82,71,Midfielder,37,26.24621031665488,2,3,0,315,17,0
1533,2024,24,464,2399,4,14,4140,417,1974-03-13,152,69,Mumbai,Low,37,51,82,Goalkeeper,31,23.50500097843531,2,4,1,587,32,1
1534,2001,34,104,2548,2,8,37170,88,1974-03-14,172,67,Hyderabad,High,87,98,62,Defender,21,21.425521309462084,3,1,1,534,41,0
1535,2021,61,355,377,25,24,10943,491,1974-03-15,185,66,Delhi,High,55,73,88,Goalkeeper,23,25.35333780611716,1,4,1,809,84,0
1536,2018,86,67,1462,29,42,30095,97,1974-03-16,198,98,Chennai,Medium,92,42,74,Midfielder,36,24.1020941239324,3,3,0,475,33,0
1537,2010,81,35,527,34,27,7993,200,1974-03-17,168,90,Delhi,Medium,35,90,65,Forward,18,20.52833168681353,3,4,1,738,34,1
1538,2007,34,133,137,36,35,5962,486,1974-03-18,177,84,Delhi,Medium,95,95,94,Forward,27,26.622681151179357,2,3,1,356,27,0
1539,2024,88,366,2876,18,32,21485,95,1974-03-19,173,71,Delhi,Medium,83,86,94,Midfielder,26,22.810546057907295,2,4,1,897,89,0
1540,2009,5,86,1894,23,23,14757,340,1974-03-20,162,94,Chennai,Low,78,98,57,Forward,18,19.36181258048312,2,3,0,105,39,0
1541,2016,15,290,1035,37,38,44707,296,1974-03-21,157,68,Mumbai,Medium,53,71,94,Midfielder,39,28.609300614330717,1,3,1,800,50,1
1542,2019,83,243,1965,2,25,26810,493,1974-03-22,191,99,Mumbai,Low,89,82,68,Defender,30,27.503861846564625,1,3,1,363,78,0
1543,2019,16,256,400,36,20,42370,356,1974-03-23,154,75,Delhi,High,84,53,90,Goalkeeper,21,23.54355385548051,3,3,1,865,0,1
1544,2021,97,228,418,5,39,5215,479,1974-03-24,196,50,Delhi,High,58,43,89,Defender,22,19.173220834393916,1,2,0,447,29,1
1545,2002,1,291,226,33,41,3215,184,1974-03-25,173,51,Mumbai,Medium,96,50,86,Midfielder,23,25.448431903669334,1,3,0,323,83,0
1546,2001,34,203,1968,6,6,14526,252,1974-03-26,191,87,Chennai,High,44,42,56,Forward,18,25.706955113707107,1,1,1,448,99,0
1547,2017,19,425,1831,10,27,30649,445,1974-03-27,195,52,Mumbai,Medium,78,57,70,Defender,28,27.47590679542032,1,4,1,219,99,0
1548,2024,41,378,2763,1,48,33493,428,1974-03-28,158,85,Bangalore,Low,92,64,86,Goalkeeper,36,21.17393958397013,2,1,0,451,75,0
1549,2009,42,226,2260,7,8,30321,434,1974-03-29,191,87,Bangalore,Medium,60,37,84,Defender,23,25.777737413318235,2,3,0,721,80,0
1550,2014,24,374,2838,16,25,25739,193,1974-03-30,161,53,Chennai,High,90,69,68,Defender,30,20.419734886169746,3,4,1,577,3,0
1551,2016,78,13,1809,23,4,12335,131,1974-03-31,160,91,Hyderabad,Medium,64,61,68,Forward,25,25.392049975929908,2,2,0,460,70,1
1552,2011,0,371,642,24,13,18719,250,1974-04-01,194,74,Bangalore,Low,59,62,84,Goalkeeper,24,26.316287438896985,2,2,0,647,27,0
1553,2020,28,442,2342,9,24,20762,457,1974-04-02,195,68,Bangalore,High,89,97,77,Forward,28,20.62005011396763,2,1,0,747,85,1
1554,2004,99,267,2740,9,3,42836,364,1974-04-03,165,74,Delhi,High,41,61,94,Defender,21,29.86049026246147,3,4,0,708,76,1
1555,2014,93,421,1404,18,5,20152,216,1974-04-04,155,95,Delhi,Medium,74,51,85,Defender,25,22.345992609920597,1,1,0,267,66,0
1556,2016,88,54,2957,2,18,30908,477,1974-04-05,196,85,Mumbai,High,46,82,66,Forward,37,19.178267027786628,2,3,1,941,63,0
1557,2002,98,348,2598,13,30,48368,79,1974-04-06,169,77,Delhi,Low,95,85,91,Forward,38,20.418129158741397,1,2,0,455,54,1
1558,2005,15,381,1351,13,38,44131,273,1974-04-07,175,64,Chennai,Low,30,34,77,Defender,31,19.754250174811226,1,2,0,455,34,0
1559,2008,12,417,1141,19,9,7759,340,1974-04-08,168,77,Delhi,High,97,38,61,Midfielder,38,29.458010606022572,3,4,0,919,12,1
1560,2017,99,194,1354,1,18,36515,296,1974-04-09,176,99,Chennai,High,94,38,54,Midfielder,34,21.430990733131704,2,2,1,593,80,0
1561,2010,0,269,1862,6,33,12111,218,1974-04-10,177,69,Hyderabad,High,81,33,79,Goalkeeper,35,24.398960319521453,2,3,1,183,42,0
1562,2001,29,351,635,10,36,47151,128,1974-04-11,158,59,Chennai,High,67,85,62,Goalkeeper,28,26.617563257228447,3,3,0,154,35,0
1563,2012,20,358,783,5,34,22244,235,1974-04-12,197,73,Hyderabad,Medium,52,91,58,Defender,19,18.941896099920925,2,1,1,669,42,0
1564,2000,60,375,2203,2,22,18153,367,1974-04-13,193,81,Bangalore,High,35,59,91,Midfielder,30,25.273479042626136,1,4,1,332,32,0
1565,2001,32,223,2125,25,11,8783,285,1974-04-14,156,64,Delhi,Low,80,72,69,Forward,32,27.585793004728277,3,2,1,917,80,1
1566,2006,66,179,304,23,43,13085,212,1974-04-15,197,75,Bangalore,Medium,83,33,76,Goalkeeper,36,20.537960352442266,1,3,1,235,75,0
1567,2022,44,320,2810,15,36,7022,361,1974-04-16,173,97,Mumbai,High,84,34,78,Goalkeeper,27,24.316034271765563,2,1,0,514,70,0
1568,2007,21,147,1847,34,8,32934,135,1974-04-17,182,92,Mumbai,High,63,67,90,Defender,29,21.602810766964843,2,3,0,204,5,0
1569,2013,95,488,798,31,16,45516,345,1974-04-18,198,97,Chennai,High,47,41,65,Midfielder,24,28.569212456938818,3,2,1,745,48,0
1570,2012,39,384,2914,30,14,43784,246,1974-04-19,197,80,Chennai,Low,73,33,74,Defender,29,19.301788981674974,3,4,1,96,73,0
1571,2013,98,224,1601,8,43,28838,77,1974-04-20,178,66,Delhi,Low,80,93,91,Forward,30,27.81112735209171,3,4,0,667,66,1
1572,2010,16,185,1522,29,32,44060,486,1974-04-21,188,77,Mumbai,High,98,35,71,Goalkeeper,28,23.410597227748426,2,3,1,808,96,0
1573,2016,41,447,475,9,5,23794,349,1974-04-22,183,61,Hyderabad,Medium,66,45,79,Goalkeeper,25,27.090525359184408,3,3,0,698,63,1
1574,2013,9,269,1572,10,26,8311,287,1974-04-23,158,71,Chennai,High,66,66,73,Defender,29,27.124238491953015,1,4,0,621,72,0
1575,2019,73,296,752,2,30,47207,340,1974-04-24,156,82,Mumbai,Medium,86,77,78,Midfielder,30,19.00058744634689,2,3,1,211,19,1
1576,2016,27,445,2381,2,44,12538,33,1974-04-25,178,74,Delhi,High,40,44,63,Goalkeeper,19,25.079955837700002,1,2,1,921,92,1
1577,2020,34,110,721,15,11,14786,56,1974-04-26,198,51,Delhi,Medium,90,46,71,Forward,38,27.030603957660517,3,1,0,709,41,1
1578,2006,80,271,2412,13,30,8242,91,1974-04-27,174,69,Chennai,Low,38,30,97,Defender,31,29.133723006171792,2,1,0,623,91,1
1579,2016,62,48,2229,24,35,28794,389,1974-04-28,192,78,Chennai,Low,78,82,97,Defender,38,23.84413974610009,2,4,1,458,45,1
1580,2003,33,495,1854,12,29,28168,433,1974-04-29,171,68,Hyderabad,High,90,55,97,Forward,38,29.21653319247839,2,1,0,482,65,1
1581,2005,76,21,2615,35,35,26544,207,1974-04-30,182,79,Delhi,Low,38,48,75,Midfielder,20,20.04134863060683,2,2,1,335,46,1
1582,2022,31,78,2237,22,43,25612,65,1974-05-01,187,96,Mumbai,Low,40,75,62,Defender,34,26.908688612878194,1,4,0,405,18,0
1583,2024,54,388,940,35,23,8039,100,1974-05-02,190,92,Hyderabad,Low,66,62,89,Forward,36,28.790214788585175,1,3,0,427,19,0
1584,2009,72,356,1433,6,20,18670,258,1974-05-03,187,71,Chennai,High,57,30,67,Defender,26,26.725512771862583,1,1,0,135,11,1
1585,2013,21,176,925,32,20,40421,228,1974-05-04,150,64,Bangalore,High,91,37,93,Forward,36,28.726339117967303,2,1,0,693,1,0
1586,2024,35,207,710,2,12,32164,204,1974-05-05,169,56,Hyderabad,Low,60,91,50,Midfielder,33,27.290665668822506,3,4,0,929,22,1
1587,2015,68,348,1552,8,14,12192,279,1974-05-06,174,72,Hyderabad,Low,89,98,89,Forward,26,18.51545302717534,2,1,1,286,89,1
1588,2012,4,48,104,0,20,25353,245,1974-05-07,164,61,Hyderabad,Low,86,66,94,Goalkeeper,24,18.75584669905489,1,2,1,315,41,1
1589,2006,26,22,2235,7,19,223,421,1974-05-08,153,58,Bangalore,Medium,47,66,87,Defender,32,25.203233937346102,3,1,1,119,65,0
1590,2003,20,10,1773,22,4,28599,497,1974-05-09,180,98,Chennai,High,79,49,70,Forward,34,28.735819820955463,1,4,0,901,29,0
1591,2008,53,113,2617,19,48,13893,97,1974-05-10,181,68,Hyderabad,Low,98,77,74,Goalkeeper,34,24.665654506367126,1,3,1,433,62,1
1592,2002,60,360,1893,27,4,19387,63,1974-05-11,166,57,Bangalore,High,80,38,74,Midfielder,28,23.92146783299651,2,1,1,183,58,0
1593,2024,94,417,2737,13,37,33479,9,1974-05-12,160,90,Bangalore,Low,44,46,77,Goalkeeper,18,23.425787365760353,3,1,0,154,17,0
1594,2002,55,441,2292,13,7,32635,225,1974-05-13,187,98,Chennai,Low,83,30,81,Midfielder,27,28.362310167715588,1,1,1,777,66,0
1595,2005,75,245,1433,6,35,40947,44,1974-05-14,184,90,Delhi,Medium,97,52,53,Forward,30,19.806801608987172,1,2,1,977,38,0
1596,2004,96,4,2168,3,19,47352,399,1974-05-15,159,88,Delhi,High,76,52,89,Defender,28,24.496892526101625,2,2,0,597,97,0
1597,2002,71,363,2809,9,4,32670,132,1974-05-16,198,88,Chennai,Medium,46,35,93,Goalkeeper,29,26.564437587223967,3,3,0,708,42,1
1598,2014,34,443,2994,15,48,35205,402,1974-05-17,152,60,Hyderabad,Medium,72,80,63,Midfielder,37,25.19458438912614,2,3,1,232,1,1
1599,2008,10,70,2438,15,13,40924,203,1974-05-18,166,96,Hyderabad,Low,38,79,86,Forward,25,25.999357441569323,1,1,0,26,53,1
1600,2021,2,476,416,26,47,41926,292,1974-05-19,166,86,Chennai,Low,67,52,52,Forward,32,19.86200005408297,1,4,1,730,4,1
1601,2017,83,264,1729,30,4,23706,227,1974-05-20,156,58,Mumbai,Low,98,52,60,Forward,31,29.068540753608794,1,2,0,682,46,0
1602,2022,57,362,2005,4,44,15559,440,1974-05-21,166,92,Bangalore,Low,36,35,90,Defender,29,22.98132403208209,2,1,0,83,76,1
1603,2017,47,217,734,36,33,45675,147,1974-05-22,181,73,Chennai,Low,57,78,91,Goalkeeper,38,28.82294722534848,1,4,0,666,61,1
1604,2019,56,1,1477,12,47,8470,193,1974-05-23,171,57,Delhi,Medium,33,92,96,Defender,25,25.02298585960148,3,4,1,190,86,0
1605,2023,0,224,2272,11,39,8009,267,1974-05-24,165,62,Hyderabad,High,81,31,82,Midfielder,32,23.003458999133894,1,2,0,609,86,1
1606,2003,4,460,1740,16,8,34453,323,1974-05-25,185,64,Delhi,Medium,39,73,84,Forward,37,20.333832630435193,3,1,0,517,62,1
1607,2019,90,253,2347,11,45,40790,328,1974-05-26,154,84,Hyderabad,Low,65,89,95,Forward,32,21.450266625524787,2,1,1,585,11,0
1608,2024,34,72,2278,4,26,39451,174,1974-05-27,177,92,Hyderabad,Low,85,44,85,Defender,24,27.30110152407177,2,4,0,962,59,1
1609,2017,74,467,2578,0,9,24079,81,1974-05-28,164,87,Chennai,Low,80,96,78,Forward,31,22.312131299162232,1,4,1,574,21,1
1610,2018,36,37,2172,23,3,35097,254,1974-05-29,172,77,Delhi,Medium,67,49,84,Forward,29,27.64426367163621,1,4,1,4,75,1
1611,2007,42,175,1100,2,28,172,228,1974-05-30,182,51,Hyderabad,Low,84,46,58,Midfielder,33,25.170530553849915,1,4,0,963,10,0
1612,2013,42,57,1874,24,13,46362,92,1974-05-31,167,58,Bangalore,High,71,86,50,Defender,22,29.88730140765785,2,2,1,62,42,1
1613,2016,44,133,2569,29,8,46034,478,1974-06-01,177,95,Bangalore,High,58,74,52,Goalkeeper,32,23.24846554232814,1,4,1,604,43,1
1614,2004,68,299,2703,6,7,8295,455,1974-06-02,198,65,Chennai,Medium,79,44,79,Defender,19,28.941806871497455,2,2,1,980,18,1
1615,2023,53,368,885,32,31,220,359,1974-06-03,173,53,Hyderabad,Medium,63,45,82,Defender,32,26.118613351622454,1,2,1,830,19,0
1616,2012,57,318,2710,25,1,15712,189,1974-06-04,161,87,Mumbai,High,64,30,71,Goalkeeper,24,28.96528033748871,1,1,1,556,3,1
1617,2002,77,81,1340,33,0,45321,185,1974-06-05,167,77,Mumbai,Low,81,50,62,Forward,19,24.20677486942527,1,3,0,198,43,1
1618,2022,66,52,2823,14,15,31331,452,1974-06-06,160,59,Mumbai,Medium,39,82,63,Forward,20,21.99329268581974,3,4,0,576,48,1
1619,2020,6,341,2141,14,31,34616,147,1974-06-07,176,87,Bangalore,Low,59,88,87,Defender,33,19.9306213595997,1,4,1,691,27,0
1620,2020,10,461,1349,19,19,32470,349,1974-06-08,173,66,Hyderabad,High,70,42,59,Midfielder,22,22.63076259733619,1,2,1,100,6,0
1621,2003,16,427,2039,37,46,41214,418,1974-06-09,177,56,Mumbai,Low,54,43,70,Forward,23,29.73874605516147,1,3,1,357,34,1
1622,2021,62,374,1694,19,8,27287,164,1974-06-10,169,97,Delhi,Medium,90,43,86,Midfielder,39,22.054205482762185,1,2,0,804,29,1
1623,2004,52,419,1469,28,24,26393,333,1974-06-11,165,51,Delhi,Medium,52,90,53,Midfielder,25,21.038445750627076,1,4,1,160,9,1
1624,2003,79,473,2462,2,23,25895,273,1974-06-12,196,63,Delhi,Low,95,70,80,Midfielder,32,20.209948891347764,1,1,0,295,66,1
1625,2022,8,194,92,1,5,18921,392,1974-06-13,177,61,Delhi,Low,80,44,90,Goalkeeper,31,27.58038236325818,2,1,0,670,57,0
1626,2014,26,294,2696,8,25,25295,289,1974-06-14,174,83,Delhi,Medium,82,95,96,Goalkeeper,24,23.086502333407303,3,4,0,674,99,1
1627,2006,37,410,283,6,48,39664,379,1974-06-15,153,69,Bangalore,Low,95,56,59,Forward,37,20.430435230255185,1,1,0,403,9,1
1628,2013,84,260,2390,30,38,27171,261,1974-06-16,169,88,Chennai,Low,73,97,82,Midfielder,29,27.995406078798094,2,1,1,144,76,0
1629,2014,92,459,2896,14,39,27223,413,1974-06-17,186,53,Chennai,Medium,83,55,73,Forward,23,27.936393424161498,2,1,1,814,23,0
1630,2010,51,213,2995,30,14,25467,455,1974-06-18,187,87,Chennai,Medium,78,85,87,Midfielder,29,24.251042321869384,1,2,1,553,4,1
1631,2004,7,379,2777,11,34,2808,452,1974-06-19,187,84,Bangalore,Low,48,67,83,Midfielder,35,28.085074753073414,3,2,1,512,52,0
1632,2022,59,320,373,21,32,15788,223,1974-06-20,171,66,Mumbai,High,48,91,52,Midfielder,34,22.112638018655623,2,1,0,568,42,1
1633,2021,24,151,682,12,25,16655,185,1974-06-21,151,67,Chennai,Low,41,71,63,Goalkeeper,19,29.12077113834241,2,2,0,914,57,0
1634,2009,19,339,2781,15,4,5475,2,1974-06-22,175,63,Delhi,Low,84,31,88,Midfielder,30,27.759304328717434,1,2,1,388,33,0
1635,2002,75,286,2419,18,8,46920,475,1974-06-23,182,56,Hyderabad,Low,66,89,64,Goalkeeper,26,23.335127035803097,1,4,1,118,52,0
1636,2012,32,106,645,37,10,9900,492,1974-06-24,188,61,Delhi,Medium,55,60,79,Forward,31,23.33541073935098,3,1,0,997,46,1
1637,2024,87,260,2627,23,25,6171,343,1974-06-25,164,75,Mumbai,Low,46,48,76,Defender,20,20.589785406635635,3,2,1,959,54,1
1638,2018,36,127,184,7,46,48561,466,1974-06-26,158,56,Hyderabad,Low,86,68,72,Goalkeeper,33,27.060099213897132,3,2,1,413,21,0
1639,2017,46,302,828,21,12,36765,297,1974-06-27,152,95,Hyderabad,Low,56,33,52,Defender,31,20.159110077685668,2,3,1,889,6,1
1640,2010,5,266,2512,7,24,25469,96,1974-06-28,159,72,Mumbai,Low,70,79,76,Goalkeeper,34,28.13129038918889,3,4,1,355,23,1
1641,2009,26,160,152,27,32,7511,131,1974-06-29,184,83,Chennai,Medium,31,73,52,Midfielder,31,27.58611197586621,3,4,0,637,5,0
1642,2015,57,234,1681,35,1,6484,317,1974-06-30,182,69,Mumbai,Medium,89,53,98,Forward,26,18.797872113204285,2,1,0,519,70,0
1643,2022,74,465,1684,28,44,40414,384,1974-07-01,181,80,Delhi,Low,78,59,57,Defender,37,27.713504011874917,2,1,0,584,49,1
1644,2007,97,271,1842,29,0,6317,175,1974-07-02,194,50,Hyderabad,Low,80,45,97,Defender,21,19.27811725588425,2,1,1,89,10,0
1645,2013,12,218,720,15,36,46118,324,1974-07-03,156,88,Bangalore,High,95,35,61,Goalkeeper,35,23.67845162576602,1,4,1,391,50,1
1646,2001,45,151,2132,31,32,11539,103,1974-07-04,168,85,Delhi,High,63,81,67,Goalkeeper,39,19.798577202807348,2,1,0,970,80,1
1647,2024,95,90,2915,4,2,44882,398,1974-07-05,188,67,Hyderabad,Medium,63,53,91,Goalkeeper,23,27.115525577873946,3,2,1,931,21,0
1648,2016,30,449,2736,32,14,766,430,1974-07-06,188,57,Hyderabad,Low,39,90,98,Goalkeeper,36,23.68993270368815,3,1,0,488,37,1
1649,2024,52,168,4,27,6,40238,261,1974-07-07,155,72,Hyderabad,High,60,91,83,Forward,37,28.302858117625746,1,3,0,809,47,1
1650,2004,12,223,1707,19,27,5725,325,1974-07-08,193,56,Mumbai,Low,72,72,87,Forward,33,26.564758676850794,1,3,1,129,86,1
1651,2006,20,310,2713,30,9,40606,159,1974-07-09,174,63,Chennai,Low,46,80,56,Goalkeeper,36,28.85307813766778,3,2,0,537,42,0
1652,2009,91,324,1985,32,2,24696,249,1974-07-10,155,77,Bangalore,Medium,83,57,89,Forward,33,22.56395464664405,2,3,0,36,62,0
1653,2015,34,317,2110,32,19,13921,312,1974-07-11,181,98,Delhi,Low,88,89,81,Defender,21,24.041960692956927,3,2,0,150,61,1
1654,2005,92,160,2032,28,7,19907,72,1974-07-12,177,95,Bangalore,Low,51,43,53,Midfielder,30,26.774094215435625,2,4,1,897,14,0
1655,2014,87,309,2201,26,28,11231,423,1974-07-13,154,91,Delhi,Low,41,86,55,Forward,38,22.142966375297974,1,2,0,276,79,0
1656,2024,2,433,1391,23,43,4300,277,1974-07-14,159,66,Delhi,High,95,46,73,Forward,19,22.141273261347436,2,3,0,319,75,1
1657,2018,16,452,186,4,10,8065,383,1974-07-15,170,64,Bangalore,Low,67,64,96,Defender,35,20.080253787088957,2,1,1,336,13,0
1658,2016,93,16,582,21,11,7114,479,1974-07-16,197,60,Bangalore,High,75,30,64,Defender,19,22.838162738049615,3,2,0,324,68,1
1659,2012,77,305,2902,29,5,33367,394,1974-07-17,159,99,Hyderabad,High,68,73,94,Goalkeeper,28,21.87795223866566,3,2,1,460,28,0
1660,2004,8,295,2976,12,45,27514,55,1974-07-18,198,71,Delhi,High,73,81,91,Forward,19,22.24311505249634,2,2,1,434,16,0
1661,2010,13,342,462,27,34,3864,340,1974-07-19,166,67,Hyderabad,Medium,36,48,78,Goalkeeper,38,19.43921856691066,2,3,1,787,15,0
1662,2020,80,135,84,15,10,1388,167,1974-07-20,184,67,Mumbai,High,74,80,61,Midfielder,36,24.901276484614513,3,3,0,847,83,1
1663,2000,66,464,2770,36,24,26930,234,1974-07-21,168,69,Bangalore,Medium,87,93,96,Forward,39,24.80602572511991,3,2,1,591,30,0
1664,2008,24,348,2956,11,30,32399,276,1974-07-22,173,50,Chennai,Low,51,61,57,Forward,33,19.03807614882566,2,4,0,365,65,0
1665,2015,76,24,2578,18,48,26723,135,1974-07-23,158,86,Delhi,High,54,77,71,Goalkeeper,30,26.364261586175154,2,2,1,952,61,1
1666,2017,24,201,1802,21,12,17115,114,1974-07-24,164,51,Bangalore,High,59,92,69,Goalkeeper,34,23.512923773133338,1,2,0,846,23,0
1667,2006,19,187,445,16,12,27310,366,1974-07-25,169,93,Chennai,Medium,67,76,61,Forward,25,20.818071967002687,1,3,0,89,81,1
1668,2014,15,387,164,34,19,22030,195,1974-07-26,164,63,Delhi,High,70,74,83,Midfielder,33,25.41127980090169,2,1,1,121,60,0
1669,2009,90,376,2903,25,48,45449,431,1974-07-27,161,89,Delhi,High,74,88,79,Forward,30,27.34510579340022,2,2,0,546,78,1
1670,2000,67,261,1618,15,38,10974,166,1974-07-28,167,69,Delhi,Medium,62,58,51,Midfielder,27,19.985910325341294,3,3,0,208,51,0
1671,2006,8,417,1535,6,19,12669,26,1974-07-29,159,60,Delhi,Medium,72,61,73,Goalkeeper,27,26.712140443293524,2,2,0,141,59,0
1672,2011,74,68,1022,11,31,32401,135,1974-07-30,153,58,Hyderabad,Medium,72,35,98,Midfielder,20,25.219665887053385,3,3,1,441,43,0
1673,2022,13,283,2562,26,39,26055,76,1974-07-31,180,61,Mumbai,Low,72,71,82,Defender,26,26.421676905141414,1,1,1,857,11,1
1674,2010,33,442,919,23,0,6893,329,1974-08-01,157,89,Mumbai,Low,52,81,61,Midfielder,28,29.77121711665636,3,4,1,165,37,0
